,title,price,time,content,like,Attention,location
2_10,중고폰매입 아이폰.아이폰12아이폰11.아이폰XS.아이폰X.S20.노트20,"999,000원",2일 전,"*** 필독 번톡알림이 울리지 않아 답변이 늦을수 있습니다. 카톡.문자.전화로 연락주시면 빠른답변드리겠습니다 ***


[24시간 친절상담]

카카오톡 1:1오픈채팅 
https://open.kakao.com/o/sIYqIl5

CACA0 : may1318

메이통신 연락처 : ０１０-５９２６-１５０３

통화.문자 ０１０-５９２６-１５０３


안녕하세요~~!!! 
최고가로 매입하는 중고폰 매입전문업체 
메이통신입니다. 

저희 메이통신으로 연락주시면 
최고가격으로 매입해드리도록 하겠습니다. 

CACA0 : may1318 (24시간 상담환영) 
메이통신 연락처 : ０１０-５９２６-１５０３

★☆ 모든 중고폰 & 파손액정 최고가 매입 ☆★


 [] 방문주소 []  

서울시 금천구 가산디지털1로 84 에이스하이앤드8차 메이통신

7호선 가산디지털단지역 도보 10분거리

※찜.팔로우 3천원 쏩니다!!※

○ 택배로 보내실때 박스.유심.필름.케이스 
    전부 빼고 보내주세요 
    모두 폐기처분합니다. ○ 


[ 침수.파손.고장폰도 최고가 매입 ]

[ 분실.습득폰은 절대매입하지 않습니다 ]

[ 택배거래시 도착당일 제품확인후 
  신속.정확하게 최고가로 입금해드립니다 ]



 
 ☆ 휴대폰은 꼭 초기화해서 보내주세요  초기화안된폰은 매입안됩니다  ☆",510,38573,서울특별시 금천구 가산동지역인증
2_11,애플워치se,"330,000원",19시간 전,"몇번 착용안하고 저한테는 별로 안어울려서 팔아봅니다 에어팟을 사기 위해서ㅜㅜ
교신X
 번개페이X",7,255,대구광역시 북구 국우동지역인증
2_12,애플워치 에르메스 디클로이먼트 버클 스트랩 레플리카38mm.40mm,"25,000원",17시간 전,"에르메스 디클로이먼트 버클 스트랩 레플리카 팝니다
38mm 40mm 호환 
1회착용 
퀄리티 좋음",6,281,대구광역시 달서구 월성2동
2_13,실사용 3주 애플워치6 44mm GPS 골드 SS급 제품,"440,000원",17시간 전,"실사용 3주 애플워치6 44mm GPS 골드 SS급 제품 

구성품: 풀박스
보증기간: 22년 3월말

SS급 제품입니다.

✔구매전 꼭! 읽어주세요✔

* 아이폰/아이패드 제품군은 아이티팜 자체 30일 무상보증 서비스가 적용 됩니다.(고객의 과실로인한 파손이나 침수는 해당되지 않습니다.)

* 직거래를 원하시는 분은 대구/경산 영남대역 5번 출구에 위치한 매장에서 거래 가능합니다.

* 사진에 찍히지 않는 미세기스와 찍힘이 있을수도 있습니다. 구매시 참고 부탁드립니다.(미개봉 신품은 해당사항 아님)

* 번개페이 거래시 환불 및 교환 되지 않습니다.(제품하자일 경우 가능)

* 절충은 불가 합니다. 양해 부탁드립니다.

✔직거래, 택배, 퀵, 터미널택배, KTX택배 모두 가능합니다.
✔무조건 당일 발송 해드립니다.
✔원하시는 오피스 설치 해드립니다.(맥,태블릿 제외)

● 번개톡은 응답이 늦으니 전화나 카톡 부탁드려요!●",2,227,대구광역시 중구 남산2동지역인증
2_14,명품 애플워치 스트랩 고야드,"17,900원",18시간 전,"﻿
한 두번 사용하면 가죽이 갈라지거나 고리가 풀리는 등의 내구성 문제를 겪으셨나요?""
본 제품은 디자인과 실용성 모두 신경 쓴 제품으로 살에 닿는 부분에 부드러운 가죽을 사용하고 꼼꼼한 마감으로 사용에 불편함이 없도록 했습니다. 또한 연결 부위가 잘 풀리지 않도록 내구성 강화에 신경썼습니다.

네이버 스토어에서도 판매 진행하고 있습니다
https://m.smartstore.naver.com/dmarco/products/5530562215

사이즈는 38mm/40mm와 42mm/44mm 두 가지 모두 준비되어 있어 애플워치 전 기종 호환가능 합니다.
또한 줄이 두껍지 않아 남녀 모두 이쁘게 착용하실 수 있습니다 :)

﻿
공장에서 들여와 재고를 직접 보유하고 있는 제품입니다.(해외배송X)
판매자가 직접 상품 검수 후에 국내배송으로 보내드리기 때문에
하자 없는 제품을 빠른 배송으로 만나보실 수 있습니다. :)

무료배송입니다.﻿﻿",7,206,경기도 의정부시 호원1동지역인증
2_15,애플워치 투명 스트랩 투명줄,"8,000원",18시간 전,"애플워치 6 5 4 3 SE에 사용가능한 투명 스트랩입니다
사이즈는 38/40,42/44mm 둘 다 있습니다
줄 길이 조절 가능한 줄조절기 같이 드려요!!


분당 금곡동 직거래 또는 택배거래 가능합니다!
택배거래는 1,500원 추가됩니다!
여러개 구매하시면 투명 범퍼 케이스 드려요!!
편하게 연락주세요!",11,280,경기도 성남시 분당구 금곡동지역인증
2_16,애플워치 38-40 스트랩,"10,000원",18시간 전,"애플워치 38-40 스트랩
택배거래시 배송비 별도입니다.",3,581,서울특별시 마포구 서교동지역인증
2_17,애플워치 메탈 스트랩 메탈 줄,"10,000원",18시간 전,"애플워치 6 5 4 3 SE에 사용가능한 메탈 스트랩입니다
실버/블랙 색상이 있으며
사이즈는 38/40,42/44mm 둘 다 있습니다
줄 길이 조절 가능한 줄조절기 같이 드려요!!


분당 금곡동 직거래 또는 택배거래 가능합니다!
택배거래는 1,500원 추가됩니다!
여러개 구매하시면 투명 범퍼 케이스 드려요!!
편하게 연락주세요!",30,400,경기도 성남시 분당구 금곡동지역인증
2_18,애플워치 se 40mm 스페이스그레이,"280,000원",19시간 전,"애플워치 se 40mm 스페이스그레이 색상입니다~!
기본구성상품중 기본스트랩이 없고! 박스까지 다 있습니다.
원하신다면 사진속 메종키츠네 스트럽을 같이 드릴께요! 
자세한 부분은 연락주시면 감사하겠습니다!",13,179,경기도 고양시 일산동구 정발산동지역인증
2_19,급처) 애플워치SE 40mm,"300,000원",19시간 전,"애플워치SE 실버 구입한지 2주쯤 안됬고 스트랩까지 포함 해서 택포 30만원에 쿨거래 합니다
빠른연락 부탁 드립니다
""쿨거래시 28까지 에눌 가능합니다""",5,177,대구광역시 북구 국우동지역인증
2_20,애플워치 se 40mm 스페이스그레이,"280,000원",19시간 전,"애플워치 se 40mm 스페이스그레이 색상입니다~!
기본구성상품중 기본스트랩이 없고! 박스까지 다 있습니다.
원하신다면 사진속 메종키츠네 스트럽을 같이 드릴께요! 
자세한 부분은 연락주시면 감사하겠습니다!",13,179,경기도 고양시 일산동구 정발산동지역인증
2_21,애플워치 밴드 38-40미리 팝니다,"40,000원",19시간 전,"애플워치 밴드 38-40미리 팝니다
정품 우븐나이론과 스포츠루프는 각 5만원
브라운 가죽과 아수라 가죽은 각 4만원
직거래 가능 지역은 부산 입니다",0,18,부산광역시 부산진구 전포제1동지역인증
2_22,애플워치5 셀룰러 44MM 스그알루미늄 찍힘기스X,"390,000원",18시간 전,"애플워치5 스그알루미늄 44mm 셀룰러
배터리91% 1년2개월사용 리퍼종료됐습니다
가끔 착용해서 상태 너무 깨끗합니다

찍힘 전혀 없고
기스도 제눈엔 안보입니다
상태 너무 좋아요^^
기존실리콘밴드만 없고
고급 래더밴드 드립니다 한번 시착만 해본 밴드라
깨끗합니당 ㅎㅎ

39만원 판매합니다
네고는 불가합니당ㅜㅜ

거주지 경기 군포역입니다
1호선 신도림부터 금정역,수원 그리고 
4호선 사당역까지는 일 때문에 이동합니당

택배거래시 빠르게 보내드립니다
번개톡주세용😊",1,60,경기도 군포시 군포1동지역인증
2_23,애플워치3 나이키 42mm,"300,000원",18시간 전,"구매 확실한 사람만 연락주시면 모든 인증 다해드리고 사진 다 찍어드려요
8/1 구매후 2번 착용한 그냥 새상품이라 하자 역시 아무것도 없습니다
애플워치3 나이키 42mm 스페이스그레이 모델이며
현재 단종이라 가치 있습니다
풀구성품입니다",10,1822,경기도 안산시 단원구 고잔동
2_24,애플워치3 나이키 42mm,"300,000원",18시간 전,"구매 확실한 사람만 연락주시면 모든 인증 다해드리고 사진 다 찍어드려요
8/1 구매후 2번 착용한 그냥 새상품이라 하자 역시 아무것도 없습니다
애플워치3 나이키 42mm 스페이스그레이 모델이며
현재 단종이라 가치 있습니다
풀구성품입니다",10,1822,경기도 안산시 단원구 고잔동
2_25,애플워치3 나이키 42mm,"300,000원",18시간 전,"애플워치3 나이키 42mm 스페이스그레이

8월1일에 사서 개봉 후 2번 착용하였습니다
하자는 아예 없으며 풀구성품입니다.
찔러보기 사절하고 확실히 구매 할 사람만 연락주시면 모든 인증도 가능하며 상세한 사진 다 찍어드립니다
",26,2363,경기도 안산시 단원구 고잔동
2_26,애플워치3 38m,"180,000원",19시간 전,애플워치3  38mm팝니당 시계 찍힘이런거 없고 깨끗합니다 스트랩은 사용감이있어 교체를 하셔야 될거같습니당,4,159,경상북도 김천시 평화남산동지역인증
2_27,애플워치6 스페이스 그레이 40mm gps(미개봉),"430,000원",19시간 전,"상품은 미개봉 상품이고요
색상은 스페이스 그레이 40mm gps
버전 입니다
구매 하시분은 연락주시고
부탁이니 꼭 구매 하시분만 연락 주세요
교환 네고 문의 안받습니다
택배거래시 착불 입니다
",1,80,경기도 고양시 일산동구 마두2동지역인증
2_28,애플워치se 40mm gps 스그 팝니다,"325,000원",19시간 전,"미개봉 2021 3 생산 
착불or택배비 3000
번개페이 환영",2,90,인천광역시 남동구 구월2동지역인증
2_29,애플워치 SE 44mm 미개봉 팝니다.,"380,000원",18시간 전,"애플워치 SE 44mm 미개봉 팝니다.
본체 색상 골드구요.
밴드색상 핑크입니다.
미개봉 새제품 입니다.
대구 칠곡 동구 직거래가능 합니다.
타동네 상의후 가능합니다 ",1,222,대구광역시 동구 안심2동
2_30,"(웨어러블)에어팟,애플워치.최고가 매입!!","777,777,777원",1달 전,"번개장터에 드디어 ⭐노란마켓⭐이 떴다!

❤매입 특별기간❤
""지금 중고폰 판매시 최대 5만원 추가지급"" 
-

❓
개인거래여서 잠수타면 어떡하지 걱정되시나요?
생각했던 금액이 아닐까봐 걱정되시나요?

❗
이제는 그런 걱정 할 필요 없습니다!

믿을만한 브랜드여서 믿고 보낼수 있고,
금액이 안맞아도 무료반송이여서, 부담 없이 보내실수 있습니다.

보내기 귀찮다 ,너무 번거롭다 하면
노란마켓은 기사님께서 직접 픽업도 하러 가십니다.
*픽업요청은 번개톡 또는 직통상담으로 신청하시면 됩니다.

-

※ 중고거래 특성상 사기당하는 경우가 자주 발생하고,
말도 안되는 이유로 금액을 낮게 측정하는 경우가 많습니다.

그 . 래 . 서 
노란마켓은 고객님께서 금액이 마음에 들지 않으면
⛔무ㆍ조ㆍ건ㆍ무ㆍ료ㆍ반ㆍ송 ⛔

모르는 불안한 업체에 기계보냈다가 후회하지마시고,
인증된 법인기업 노란마켓에 보내주세요!


-

⭐️거래방법
①상담 후 택배 보내주시면 즉시 검사후 연락 드리고 바로 현금이체 해드립니다!
②택배 보낸 후 문자로 보내시는 제품, 계좌번호, 운송장을 남겨주세요.
③후기에 별 다섯개 + 팔로잉하고 인증샷 보내면 5천원 추가로 드립니다! 

⭐️택배주소
받는 이 : 노란마켓 번개장터 매입팀
전화번호 : ***-****-**** [매입팀 직통번호]
주소 : 서울특별시 광진구 군자로 70, 2층 노란마켓 본사 매입2팀

⭐️노란마켓 직통상담💁🏻 ♀️
카톡상담 이용시 더 빠른 답변을 받을 수 있습니다.
문의번호 : ***-****-****
카카오톡 : ****://pf.kakao.com/_rajsxb

무료배송으로 했더니 타업체들의 영업방해 목적 배송이 늘어나네요, 
실매입가 만원미만 또는 폐폰은 택배비 지원이 불가능합니다.",123,8088,서울특별시 광진구 군자동
2_31,애플워치SE 44mm 실버 알루미늄 미개봉 팔아요,"350,000원",19시간 전,"미개봉이며, 실버 알루미늄 스포츠밴드입니다.

21년 4월 제조된 제품이구, 뜯지도 않고 포장도 그대로입니다.

택배 / 직거래 가능합니다.

택배 거래 시 뽁뽁이로 완전 안전하게 포장해서 보내드려요 😁😁
(택배비는 구매자님 부담)

다음 주에 iOS 14.5 업데이트 되면
마스크 껴도 애플워치로 아이폰 잠금 해제할 수 있어요~~!!!!

톡주세요!!!",6,123,울산광역시 북구 농소2동지역인증
2_32,애플워치SE 44mm 실버 알루미늄 미개봉 팔아요,"350,000원",19시간 전,"미개봉이며, 실버 알루미늄 스포츠밴드입니다.

21년 4월 제조된 제품이구, 뜯지도 않고 포장도 그대로입니다.

택배 / 직거래 가능합니다.

택배 거래 시 뽁뽁이로 완전 안전하게 포장해서 보내드려요 😁😁
(택배비는 구매자님 부담)

다음 주에 iOS 14.5 업데이트 되면
마스크 껴도 애플워치로 아이폰 잠금 해제할 수 있어요~~!!!!

톡주세요!!!",6,123,울산광역시 북구 농소2동지역인증
2_33,"애플워치 케이스밴드,충전거치대 팝니다","30,000원",18시간 전,"애플워치 케이스밴드, 충전거치대 팝니다
일괄로 팝니다
부산 직거래 됩니다",6,1716,부산광역시 부산진구 전포제1동지역인증
2_34,애플 애플워치 se 40mm 셀룰러 로즈골드,"405,000원",18시간 전,"개봉만 하고 색상이 여성용 느낌나서 반품하려했는데 
개봉해서 반품이 안돼서 팔아요
개봉만한 새상품입니다
정품 여분스트랩 베이지색도 같이 동봉해서 보내드려요
궁금하신부분 연락주세요",11,1478,충청남도 천안시 서북구 불당동지역인증
2_35,"(미개봉,새상품) 애플워치se & 애플워치6  일반,나이키 (네고가능)","260,000원",16시간 전,"✨ 상세내용 필독 후 문의 바랍니다!✨

▶상점정보: 개인판매자가 아닌 전문업체입니다. 부가세 포함 결제시 현금영수증/세금계산서 발행 가능하며 거주 지역에 따라 직접 배송, 택배비 무료 서비스 지원 드리고 있습니다.

▶기본 소요기간 연장으로 인한 판매가 임시 인하 되었음을 안내드립니다.

▶배송기간: A상품 3~5개월 소요품/B상품 8주 소요품 중 선택 가능

-.A 3-5개월 배송 소요품 프로모션 할인가 (미개봉,애플코리아)
▶3~5개월내 수령 가능 제품 가격

✨애플워치se 40mm gps (가능수량한정)  - 26만원
✨애플워치se 44mm gps (스그,실버,골드) - 32만원
✨애플워치6 40mm gps (스그,실버,골드) -> 40만원 
✨애플워치6 44mm gps (스그,실버,골드) -> 44만원

-. 나이키 버젼 별도 추금 없음 
-. 셀룰러 추금 4~12만원 발생 (별도문의) 

▶추가 할인:  2월 이벤트 학생네고 적용 (이벤트 2월 28일  마감) 
                      3월 이벤트 당일결제시 쿨거래네고 인상적용/ 부가세 할인 이벤트

▶위 기제된 모든 가격은 부가세 비포함된 현금가 입니다.  (부가세 포함시 현금영수증 발행 가능합니다)

▶애케플 가입 가능한 애플코리아 미개봉 정품 상품만 취급하며 리퍼 및 가개통 상품은 별도 판매하지 않습니다.

▶직거래 문의: 주문시 신규재고 발주드리는 시스템입니다. 프로모션 상품은 직거래가 어렵습니다.(미리 주문후 방문수령가능)

▶주문전 주의 사항: 배송기간이 상당히 오래 소요되는 상품이오니 충분히 고민하신후 문의 부탁 드립니다. 코로나 19 문제로 물류 공급이 원활하지 않습니다. 물류지연이 빈번히 발생되고 있으며 이에 따른 배송트러블로 단가 인하되었습니다. 저렴한 가격만 보고 문의 주시는것보다는 상점 후기 참고 및 판매글 본문 내용에 적힌 기본 소요 배송기간을 꼭 참고하신 후에 구매 결정해주시면 감사드리겠습니다. 

▶배송지연 발생시 ""배송지연 보상금 페이백"" 정책 운영중입니다.
     -> 꿀잼상점 플러스친구 게시판에 공지하였습니다.

▶번개페이 문의: 번개페이는 꼭 카드결제가 필요하신 분들만 받겠습니다. 안전결제가 아닌 단순 카드결제 수단으로만 사용드리니 결제 진행전에 꼭 상담후에 진행해주세요,상담 진행 없이 임의 결제 진행 즉시 취소처리 드립니다.안전결제x)

▶상담 플랫폼:모든 배송 문의는 카카오톡 플러스친구: @꿀잼상점 검색후 문의부탁드립니다.오픈카톡이 아닌 기업용 플러스친구로 검색후 문의 부탁드립니다. 평일 오전9시~저녁18시 상담사 실시간 대기

▶할인가로 구매하신 경우 상품수령후 포토후기 필수
",2173,112250,전국
2_36,애플 애플워치 se 40mm 셀룰러 로즈골드,"405,000원",18시간 전,"개봉만 하고 색상이 여성용 느낌나서 반품하려했는데 
개봉해서 반품이 안돼서 팔아요
개봉만한 새상품입니다
정품 여분스트랩 베이지색도 같이 동봉해서 보내드려요
궁금하신부분 연락주세요",11,1478,충청남도 천안시 서북구 불당동지역인증
2_37,애플워치3 42mm 스테인리스 실버 팝니다,"250,000원",18시간 전,"애플워치3 42mm스테인리스 스틸 실버 팝니다
기본적으로 gps+셀룰러 다 탑재되어 있구요. 스트랩은 애플 정품 검은색이고 스포츠 루프는 사제입니다. 배터리 성능은  97퍼입니다. 전체(앞면,뒷면,옆면) 힐링쉴드 + 스코코 필름 붙여져 있는상태며(1주일도 안됨) 여부 필름도 다 드려용~ 풀박스입니다. 직거래는 부산이고 나머지는 택거 합니다. 네고문의 교환문의 안받습니다.",3,219,부산광역시 사하구 하단제2동지역인증
2_38,애플 애플워치 se 40mm 셀룰러 로즈골드,"405,000원",18시간 전,"개봉만 하고 색상이 여성용 느낌나서 반품하려했는데 
개봉해서 반품이 안돼서 팔아요
개봉만한 새상품입니다
정품 여분스트랩 베이지색도 같이 동봉해서 보내드려요
궁금하신부분 연락주세요",11,1478,충청남도 천안시 서북구 불당동지역인증
2_39,애플워치 애플정품 40mm 38mm 핑크샌드 스포츠밴드,"30,000원",19시간 전,"애플워치 애플스토어 정품
40mm 핑크샌드 스포츠밴드
38미리 호환가능

박스 있으며 짧은밴드는 미사용 새제품이며
긴줄도 번들거림 적고 깔끔합니다 ^^

2주정도 사용한거에요

택배비포함 3만원  입니다
그 이상 네고는 불가합니다
혹여 직거래 오시는분은 경기 군포역 입니다
번개톡주세요!",0,6,경기도 군포시 군포1동지역인증
