,title,price,time,content,like,Attention,location
10_10,중고폰매입 아이폰.아이폰12아이폰11.아이폰XS.아이폰X.S20.노트20,"999,000원",2일 전,"*** 필독 번톡알림이 울리지 않아 답변이 늦을수 있습니다. 카톡.문자.전화로 연락주시면 빠른답변드리겠습니다 ***


[24시간 친절상담]

카카오톡 1:1오픈채팅 
https://open.kakao.com/o/sIYqIl5

CACA0 : may1318

메이통신 연락처 : ０１０-５９２６-１５０３

통화.문자 ０１０-５９２６-１５０３


안녕하세요~~!!! 
최고가로 매입하는 중고폰 매입전문업체 
메이통신입니다. 

저희 메이통신으로 연락주시면 
최고가격으로 매입해드리도록 하겠습니다. 

CACA0 : may1318 (24시간 상담환영) 
메이통신 연락처 : ０１０-５９２６-１５０３

★☆ 모든 중고폰 & 파손액정 최고가 매입 ☆★


 [] 방문주소 []  

서울시 금천구 가산디지털1로 84 에이스하이앤드8차 메이통신

7호선 가산디지털단지역 도보 10분거리

※찜.팔로우 3천원 쏩니다!!※

○ 택배로 보내실때 박스.유심.필름.케이스 
    전부 빼고 보내주세요 
    모두 폐기처분합니다. ○ 


[ 침수.파손.고장폰도 최고가 매입 ]

[ 분실.습득폰은 절대매입하지 않습니다 ]

[ 택배거래시 도착당일 제품확인후 
  신속.정확하게 최고가로 입금해드립니다 ]



 
 ☆ 휴대폰은 꼭 초기화해서 보내주세요  초기화안된폰은 매입안됩니다  ☆",510,38596,서울특별시 금천구 가산동지역인증
10_11,애플워치se 44mm gps 실버,"340,000원",18시간 전,"(4/17일구매)구매한지는 일주일정도 됫고 실제사용한건4일정도되네요 쓸일이별로없는거같아서 팝니다
박스도 다있고 케이스도같이드리겟습니다!
직거래위주로 하겟습니다!",9,367,서울특별시 광진구 구의제3동
10_12,애플워치se 40mm 스페이스그레이 상태최상,"330,000원",19시간 전,배터리성능 100% 거의새것 기스 오염 하자X,3,106,인천광역시 연수구 연수2동
10_13,애플워치6 나이키 40mm,"400,000원",19시간 전,"애플워치6 나이키 40 gps
작년 10월에 구매했고
하자는 왼쪽 부분에 1mm크기만큼 있는데 옆에서 보지 않으면 티 잘 안나요!
플래시 켜면 보이는 생활기스 조금 있어용
번톡 주세요",0,184,전국
10_14,애플워치5 44mm gps 로즈골드,"390,000원",18시간 전,"선물받은 제품이라 정말 애지중지 사용했고 풀커버 케이스 끼고다녀서 실기스 하나 없습니다. (S급) 
색상이 저와 안맞아서 판매하게 되었습니다.

44mm gps모델입니다. 로즈골드로 여성분 선물에도 괜찮을 것 같습니다.
풀박스에서 충전기 선 제외 판매하겠습니다. (우리집 강아지가 물어뜯었습니다..)
먼저보는 사람이 임자입니다.

쿨거래하시면 택배비 포함해드리겠습니다. 학생보단 성인 선호합니다..
추가 사진 및 문의사항은 번개톡 부탁드립니다.
코로나 확진 증가로 믿고 택배거래합니다! 신뢰 없는 분 자제 바랍니다. ",2,176,경기도 연천군 청산면지역인증
10_15,애플워치 SE 40mm -> 44mm교환희망,0원,18시간 전,"케이스끼고 사용해서 케이스만 벗기면 상태는 최상입니다 
추금 해서 44mm 로 교환희망합니다 번개톡주세요",4,804,대구광역시 북구 관문동지역인증
10_16,애플워치 6 나이키에디션 판매합니다,"400,000원",18시간 전,"애플워치 6 나이키에디션 판매합니다 

구매일은 21.01월 

사이즈는 40mm 

배터리성능 100% 

구성품은 풀박스입니다 

사용은 별로 하지 않아 거의 새상품입니다 

택배비 포함 400.000원에  판매합니다 

쿨거래시 에눌 해드립니다 ~~^__^",20,484,전국
10_17,애플워치5,"480,000원",19시간 전,"제 손목에는 큰거같아서 판매합니다. 시착해보고 딱 2번 차고 나갔습니다. 
상태: 새거랑 다른거없음
쿨거 네고 가능
",0,60,경기도 고양시 덕양구 화전동지역인증
10_18,아띠즈 애플워치 실리콘 스트랩밴드,"13,000원",18시간 전,"아띠즈 애플워치 실리콘 스트랩밴드 입니다!

사이즈 잘보시고 구매해주세여!

저도 사이즈미스로ㅠ개봉만한 상태입니다

색상은 네이비에요!",0,78,대구광역시 중구 성내3동
10_19,애플워치 스트랩 스포츠루프 프로덕트레드 40mm,"45,000원",18시간 전,"애플워치 스포츠루프 프로덕트레드 40mm 판매합니다.
단순 개봉 상품으로 1회 시착 후 넣어둔 상품입니다!
저와 어울리지 않는 것 같아 팔게 되었습니다ㅠㅠ
직거래는 신당역, 신설동역, 안암역 가능하고
Gs 반값택배 이용 시 2000원 추가됩니다!
택배거래시 반품은 어렵습니다.",0,50,서울특별시 성북구 안암동지역인증
10_20,애플워치 스트랩 스포츠루프 프로덕트레드 40mm,"45,000원",18시간 전,"애플워치 스포츠루프 프로덕트레드 40mm 판매합니다.
단순 개봉 상품으로 1회 시착 후 넣어둔 상품입니다!
저와 어울리지 않는 것 같아 팔게 되었습니다ㅠㅠ
직거래는 신당역, 신설동역, 안암역 가능하고
Gs 반값택배 이용 시 2000원 추가됩니다!
택배거래시 반품은 어렵습니다.",0,50,서울특별시 성북구 안암동지역인증
10_21,애플워치se40m 로즈골드 교신가능,"300,000원",18시간 전,상세 설명 없음,22,3505,경기도 부천시 소사본3동
10_22,애플워치5 40미리 s급팜니다,"320,000원",18시간 전,쿠팡으로 선물받은건데요 제손에 작은것같고 다른시계생겨서 싸게팜니다 손에올려보고 안맞아서 그냥나둔거라 그냥포장만뜯긴 새거라보시면됨니다 줄질할려고 산거까지 다드려요 쿨거래시 택배비내드리구요 네고는 싸게처분한다생각함니다,20,302,경상남도 진주시 초장동지역인증
10_23,애플워치5 40미리 s급팜니다,"320,000원",18시간 전,쿠팡으로 선물받은건데요 제손에 작은것같고 다른시계생겨서 싸게팜니다 손에올려보고 안맞아서 그냥나둔거라 그냥포장만뜯긴 새거라보시면됨니다 줄질할려고 산거까지 다드려요 쿨거래시 택배비내드리구요 네고는 싸게처분한다생각함니다,20,302,경상남도 진주시 초장동지역인증
10_24,애플워치 6시리즈,"490,000원",19시간 전,"애플워치 6 44mm 스페이스그레이 알리미늄케이스 블랙 스포츠밴드
gps , 제조: 2020dec 입니다.
미개봉이구요~
회사에서 상품으로 탄거 와이프 몰래  비상금 만들려고
슬쩍 판매합니다.
인천지역 직거래만 하구요 현금만 가능 합니다.
(통장 와이프가 관리ㅠㅠ)",0,49,인천광역시 남동구 간석3동지역인증
10_25,애플워치5 44mm 알미늄 스그 셀룰러,"400,000원",18시간 전,"애플워치5 셀룰러 44mm 알루미늄 스그

배터리효율 98%

초기화시켜뒀습니다

기본 스포츠밴드 사용감이 많아요

참고바랍니다",6,127,전라남도 목포시 산정동지역인증
10_26,애플워치 케이스 블랙,"5,400원",19시간 전,"애플워치 se 사이드 혹은 다른 40mm 사이즈용 애플워치 케이스 입니다. 새제품이고 색상은 블랙이에요. 

샘플 사진도 같이 올립니다. 

문의 주세요",2,210,서울특별시 송파구 방이1동지역인증
10_27,애플워치SE GPS 40mm 실버 미개봉 새제품,"340,000원",18시간 전,"국내 정품 미개봉 새제품이라 다른설명은 하지 않겠습니다!
화이트 스포츠밴드이고 제조월 21년 3월입니다!
직거래 / 택배거래 모두 가능하며 직거래는 수원역, 이마트수원점, 집주소입니다!
택배거래는 3500원 더해주시면 됩니다!
네고는 답변하지 않으며 거래내역 많으니 사기 걱정 안하셔도 됩니다!",41,906,경기도 수원시 권선구 세류2동지역인증
10_28,애플워치,"310,000원",21시간 전,"애플워치se 40팔아요 제조년은 2021 3월입니다
개봉한지 이주일? 정두 됬구 착용은 3번? 정도 했어요 거의 새거이구요 풀박에 충전기도 드려요 ! 
가격은 31만원이구 쿨거시 에눌 가능합니다!",2,54,충청북도 충주시 용산동
10_29,애플워치 케이스 블랙,"5,400원",19시간 전,"애플워치 se 사이드 혹은 다른 40mm 사이즈용 애플워치 케이스 입니다. 새제품이고 색상은 블랙이에요. 

샘플 사진도 같이 올립니다. 

문의 주세요",2,210,서울특별시 송파구 방이1동지역인증
10_30,"(웨어러블)에어팟,애플워치.최고가 매입!!","777,777,777원",1달 전,"번개장터에 드디어 ⭐노란마켓⭐이 떴다!

❤매입 특별기간❤
""지금 중고폰 판매시 최대 5만원 추가지급"" 
-

❓
개인거래여서 잠수타면 어떡하지 걱정되시나요?
생각했던 금액이 아닐까봐 걱정되시나요?

❗
이제는 그런 걱정 할 필요 없습니다!

믿을만한 브랜드여서 믿고 보낼수 있고,
금액이 안맞아도 무료반송이여서, 부담 없이 보내실수 있습니다.

보내기 귀찮다 ,너무 번거롭다 하면
노란마켓은 기사님께서 직접 픽업도 하러 가십니다.
*픽업요청은 번개톡 또는 직통상담으로 신청하시면 됩니다.

-

※ 중고거래 특성상 사기당하는 경우가 자주 발생하고,
말도 안되는 이유로 금액을 낮게 측정하는 경우가 많습니다.

그 . 래 . 서 
노란마켓은 고객님께서 금액이 마음에 들지 않으면
⛔무ㆍ조ㆍ건ㆍ무ㆍ료ㆍ반ㆍ송 ⛔

모르는 불안한 업체에 기계보냈다가 후회하지마시고,
인증된 법인기업 노란마켓에 보내주세요!


-

⭐️거래방법
①상담 후 택배 보내주시면 즉시 검사후 연락 드리고 바로 현금이체 해드립니다!
②택배 보낸 후 문자로 보내시는 제품, 계좌번호, 운송장을 남겨주세요.
③후기에 별 다섯개 + 팔로잉하고 인증샷 보내면 5천원 추가로 드립니다! 

⭐️택배주소
받는 이 : 노란마켓 번개장터 매입팀
전화번호 : ***-****-**** [매입팀 직통번호]
주소 : 서울특별시 광진구 군자로 70, 2층 노란마켓 본사 매입2팀

⭐️노란마켓 직통상담💁🏻 ♀️
카톡상담 이용시 더 빠른 답변을 받을 수 있습니다.
문의번호 : ***-****-****
카카오톡 : ****://pf.kakao.com/_rajsxb

무료배송으로 했더니 타업체들의 영업방해 목적 배송이 늘어나네요, 
실매입가 만원미만 또는 폐폰은 택배비 지원이 불가능합니다.",123,8100,서울특별시 광진구 군자동
10_31,애플워치SE 스트랩,"17,000원",19시간 전,"4월19일 구입하여 오늘 4월21일 배송 받았습니다.
새상품입니다.
제가 생각했던 디자인이 아니어서 받자마자 판매해요. 동네분이면 더욱 좋구요! 배송비제외하고 21000원에 샀는데 17000원 올려요.. 네고 가능하니 연락 많이 주세요!
상자랑 뽁뽁이도 그대로 입니다. 시계줄 조절하는 것도 같이드려요!

애플워치SE메탈 스트랩 실버 38/40mm",0,44,경기도 수원시 권선구 호매실동
10_32,애플워치 정품 스트랩 팝니다,"40,000원",20시간 전,"애플워치 정품 스트랩 팝니다 
정품 스포츠 밴드 입니다
한개당 4만원 입니다
직거래는 부산 에서 합니다 ",0,51,부산광역시 부산진구 전포제1동지역인증
10_33,애플워치4 44mm + 밀레니즈루프 블랙 정품,"330,000원",18시간 전,"애플워치4 44mm 스페이스 그레이 알루미늄 와이파이 
+ 밀레니즈루프 애플 정품 스페이스 블랙 색상

판매합니다

19년 7월 구매하여 사용중에 안드로이드로 넘어오면서 판매합니다

21년 1월 24일 애플케어플러스로 새제품으로 교체 받았습니다

박스 풀셋이고 각개 판매하지 않습니다

배송비 포함가격이고 네고 교신문의는 답하지 않습니다

문의사항이나 구매 원하시면 번개톡주세요 ",12,719,경기도 수원시 영통구 태장동지역인증
10_34,애플워치 시계줄 팝니다,"40,000원",19시간 전,"애플워치 시계줄 팝니다
애플워치3 애플워치4 애플워치5 등등
애플워치 시리즈면 호환됩니다
비브랜드 이지만 퀄리티 좋습니다
링블과 레더 아무거나 1세트 4만원 입니다
직접 보실곳은 부산 입니다
",10,1517,부산광역시 부산진구 전포제1동지역인증
10_35,"(미개봉,새상품) 애플워치se & 애플워치6  일반,나이키 (네고가능)","260,000원",16시간 전,"✨ 상세내용 필독 후 문의 바랍니다!✨

▶상점정보: 개인판매자가 아닌 전문업체입니다. 부가세 포함 결제시 현금영수증/세금계산서 발행 가능하며 거주 지역에 따라 직접 배송, 택배비 무료 서비스 지원 드리고 있습니다.

▶기본 소요기간 연장으로 인한 판매가 임시 인하 되었음을 안내드립니다.

▶배송기간: A상품 3~5개월 소요품/B상품 8주 소요품 중 선택 가능

-.A 3-5개월 배송 소요품 프로모션 할인가 (미개봉,애플코리아)
▶3~5개월내 수령 가능 제품 가격

✨애플워치se 40mm gps (가능수량한정)  - 26만원
✨애플워치se 44mm gps (스그,실버,골드) - 32만원
✨애플워치6 40mm gps (스그,실버,골드) -> 40만원 
✨애플워치6 44mm gps (스그,실버,골드) -> 44만원

-. 나이키 버젼 별도 추금 없음 
-. 셀룰러 추금 4~12만원 발생 (별도문의) 

▶추가 할인:  2월 이벤트 학생네고 적용 (이벤트 2월 28일  마감) 
                      3월 이벤트 당일결제시 쿨거래네고 인상적용/ 부가세 할인 이벤트

▶위 기제된 모든 가격은 부가세 비포함된 현금가 입니다.  (부가세 포함시 현금영수증 발행 가능합니다)

▶애케플 가입 가능한 애플코리아 미개봉 정품 상품만 취급하며 리퍼 및 가개통 상품은 별도 판매하지 않습니다.

▶직거래 문의: 주문시 신규재고 발주드리는 시스템입니다. 프로모션 상품은 직거래가 어렵습니다.(미리 주문후 방문수령가능)

▶주문전 주의 사항: 배송기간이 상당히 오래 소요되는 상품이오니 충분히 고민하신후 문의 부탁 드립니다. 코로나 19 문제로 물류 공급이 원활하지 않습니다. 물류지연이 빈번히 발생되고 있으며 이에 따른 배송트러블로 단가 인하되었습니다. 저렴한 가격만 보고 문의 주시는것보다는 상점 후기 참고 및 판매글 본문 내용에 적힌 기본 소요 배송기간을 꼭 참고하신 후에 구매 결정해주시면 감사드리겠습니다. 

▶배송지연 발생시 ""배송지연 보상금 페이백"" 정책 운영중입니다.
     -> 꿀잼상점 플러스친구 게시판에 공지하였습니다.

▶번개페이 문의: 번개페이는 꼭 카드결제가 필요하신 분들만 받겠습니다. 안전결제가 아닌 단순 카드결제 수단으로만 사용드리니 결제 진행전에 꼭 상담후에 진행해주세요,상담 진행 없이 임의 결제 진행 즉시 취소처리 드립니다.안전결제x)

▶상담 플랫폼:모든 배송 문의는 카카오톡 플러스친구: @꿀잼상점 검색후 문의부탁드립니다.오픈카톡이 아닌 기업용 플러스친구로 검색후 문의 부탁드립니다. 평일 오전9시~저녁18시 상담사 실시간 대기

▶할인가로 구매하신 경우 상품수령후 포토후기 필수
",2185,112601,전국
10_36,애플워치3 나이키 에디션 풀박(보호필름 + 메탈스트랩),"250,000원",18시간 전,"상태 좋은 애플워치3 나이키 에디션입니다.
이미 보호필름 붙여놓은 상태이고, 여분의 보호필름 하나가 더 있습니다. 메탈스트립 색상은 스페이스그레이입니다.
메탈스트립 길이 조절하는 도구도 함께드립니다.
충전기도 포합이고 배터리 성능도 100%입니다.
선물 받았는데 원래 시계안껴서 몇번 쓰고 안쓰고 있습니다

택배시 +3000",19,949,대구광역시 북구 무태조야동지역인증
10_37,애플워치 Apple watch 5 에르메스 느와르 풀박스 판매합니다,"1,150,000원",18시간 전,"안녕하세요 애플워치를 판매하고 있습니다

5 에르메스 느와르 모델이고요 44mm 셀룰러입니다

구성품은 사진과 같이 풀박스이고
에르메스 밴드 포함입니다
밴드 이외의 구성품은 모두 미사용입니다

워치에는 전신 보호필름을 씌워둬서 흠집 없습니다

제가 따로 판매하는 워치 스트랩을 함께 구매해주시면 깎아 드립니다.

현재 지방에 있어 소포거래합니다 
단 바로 구매시 택배비는 제가 부담합니다

궁금한 점이 있거나 구매를 희망하시면 연락주세요 감사합니다 😊 ",0,144,제주특별자치도 제주시 조천읍
10_38,애플워치3 스그 미개봉,"215,000원",19시간 전,,8,344,전국
10_39,애플워치3 스그 미개봉,"215,000원",19시간 전,미개봉 스그입니다,8,240,전국
10_40,중고폰매입 아이폰.아이폰12아이폰11.아이폰XS.아이폰X.S20.노트20,"999,000원",2일 전,"*** 필독 번톡알림이 울리지 않아 답변이 늦을수 있습니다. 카톡.문자.전화로 연락주시면 빠른답변드리겠습니다 ***


[24시간 친절상담]

카카오톡 1:1오픈채팅 
https://open.kakao.com/o/sIYqIl5

CACA0 : may1318

메이통신 연락처 : ０１０-５９２６-１５０３

통화.문자 ０１０-５９２６-１５０３


안녕하세요~~!!! 
최고가로 매입하는 중고폰 매입전문업체 
메이통신입니다. 

저희 메이통신으로 연락주시면 
최고가격으로 매입해드리도록 하겠습니다. 

CACA0 : may1318 (24시간 상담환영) 
메이통신 연락처 : ０１０-５９２６-１５０３

★☆ 모든 중고폰 & 파손액정 최고가 매입 ☆★


 [] 방문주소 []  

서울시 금천구 가산디지털1로 84 에이스하이앤드8차 메이통신

7호선 가산디지털단지역 도보 10분거리

※찜.팔로우 3천원 쏩니다!!※

○ 택배로 보내실때 박스.유심.필름.케이스 
    전부 빼고 보내주세요 
    모두 폐기처분합니다. ○ 


[ 침수.파손.고장폰도 최고가 매입 ]

[ 분실.습득폰은 절대매입하지 않습니다 ]

[ 택배거래시 도착당일 제품확인후 
  신속.정확하게 최고가로 입금해드립니다 ]



 
 ☆ 휴대폰은 꼭 초기화해서 보내주세요  초기화안된폰은 매입안됩니다  ☆",510,38596,서울특별시 금천구 가산동지역인증
10_41,애플워치3 38mm 스페이스그레이,"180,000원",19시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

단순 찔러보기 연락 사양할게요 :)",21,190,전국
10_42,애플워치3 42mm 스페이스그레이,"200,000원",19시간 전,"애플워치3 42mm 스페이스그레이 색상 판매합니다!

이 제품을 사자마자 애플워치SE를 선물받아서 얼마 사용하지 못한 상태로 방치되고 있어서 판매합니다! 얼마 사용하지 않은만큼 사진에서 보이는 것처럼 깨끗하고 예쁜 상태를 유지하고 있습니다! 

화면 한시 방향에 정말 살짝의 먼지같은 긁힘 자국있습니다. 이외에 하자는 없습니다! 현재 초기화상태입니다. 새 주인에게 연결만 하면 되는 상태로 두고있습니다ㅎㅎ

SE로 바꾸고 드는 생각은 애플워치3가 개인적으로 스마트워치 입문용으로 좋았다라는 생각이 들었습니다!

추가적으로 기본 스트립 제외 추가구매한 가죽스트립도 아직 가죽향이 안빠진 온전히 거의 새거 상태입니다. 

*구성품*
애플워치 풀박스(충전기,박스,보증안내서,가죽스트립)

네고 답변안합니다. 

직거래 희망하며 위치는 인천 작전역입니다. ",15,230,인천광역시 계양구 효성1동
10_43,애플워치5 gps 나이키 44mm,"480,000원",19시간 전,"풀커버 케이스써서 케이스빼면 상태진짜좋아요
리퍼남아있어요

나이키줄은 미개봉상태입니다",3,1095,부산광역시 연제구 연산제2동지역인증
10_44,애플워치 롤렉스st 메탈 스트랩 (New),"28,000원",19시간 전,"안녕하세요!
애플워치 롤렉스 쥬빌레 밴드 새상품 판매합니다! (44mm)
(애플워치 미포함 입니다)
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
롤렉스 쥬빌레 스타일로 일반 메탈보다 훨씬 고급스럽습니다!

🍎다른 제품보다 가볍고!
🍎다른 제품보다 좋은 퀄리티!
🍎다른 제품보다 저렴합니다!
🍎제가 직접 사용해 보고 주문해서 하나하나 검수 후 판매합니다. 
🍎제품 문제 있으면 100퍼 교환 해드려요!

구입하신 모든 분들께 시계줄 조절기 함께 보내드립니다!
조절 방법 사진으로 첨부해놨습니다~ (쉽게 하실 수 있어요!)

😎마진 싹 빼고 최저가에 조절기까지 함께 보내드려요!😎

직거래는 건대입구 롯데백화점 입니다!
더 좋은 물건으로 보답하겠습니다!
감사합니다!",45,2250,서울특별시 광진구 구의제3동지역인증
