,title,price,time,content,like,Attention,location
8_15,애플워치 Hermes 로고 각인 가죽 밴드 (New),"30,000원",18시간 전,"안녕하세요!!
애플워치 악세사리 전문 마켓 입니다👏👏👏
애플워치 에르메스 st 리얼 가죽 밴드 새상품 판매합니다! 

(44mm) (40mm) 두가지 사이즈 입니다!
(애플워치 미포함 입니다)
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
실제 에르메스 스타일로 다른 가죽 제품 보다 훨씬 고급스럽습니다!
저렴한 제품 구입하시면 냄새나고 딱딱하고 오래 못사용해요...
퀄리티 있고 에르메스 st 로 구입 추천드려요!
깔끔하게 어디에나 착용할 수있고, 
정교한 에르메스 로고는 감동입니다...!

제가 직접 사용해 보고 주문해서 하나하나 검수 후 판매합니다. 
제품에 문제 있으면 100퍼 교환 해드려요!

소량으로 입고 되었어요~ 연락주세요!

직거래는 건대입구 롯데백화점 입니다!
감사합니다👏👏👏",39,3133,서울특별시 광진구 자양제3동지역인증
8_16,애플워치5 44mm gps 로즈골드,"390,000원",18시간 전,"선물받은 제품이라 정말 애지중지 사용했고 풀커버 케이스 끼고다녀서 실기스 하나 없습니다. (S급) 
색상이 저와 안맞아서 판매하게 되었습니다.

44mm gps모델입니다. 로즈골드로 여성분 선물에도 괜찮을 것 같습니다.
풀박스에서 충전기 선 제외 판매하겠습니다. (우리집 강아지가 물어뜯었습니다..)
먼저보는 사람이 임자입니다.

쿨거래하시면 택배비 포함해드리겠습니다. 학생보단 성인 선호합니다..
추가 사진 및 문의사항은 번개톡 부탁드립니다.
코로나 확진 증가로 믿고 택배거래합니다! 신뢰 없는 분 자제 바랍니다. ",2,173,경기도 연천군 청산면지역인증
8_17,애플워치5 44mm gps 로즈골드,"390,000원",18시간 전,"선물받은 제품이라 정말 애지중지 사용했고 풀커버 케이스 끼고다녀서 실기스 하나 없습니다. (S급) 
색상이 저와 안맞아서 판매하게 되었습니다.

44mm gps모델입니다. 로즈골드로 여성분 선물에도 괜찮을 것 같습니다.
풀박스에서 충전기 선 제외 판매하겠습니다. (우리집 강아지가 물어뜯었습니다..)
먼저보는 사람이 임자입니다.

쿨거래하시면 택배비 포함해드리겠습니다. 학생보단 성인 선호합니다..
추가 사진 및 문의사항은 번개톡 부탁드립니다.
코로나 확진 증가로 믿고 택배거래합니다! 신뢰 없는 분 자제 바랍니다. ",2,173,경기도 연천군 청산면지역인증
8_18,애플워치5,"480,000원",19시간 전,"제 손목에는 큰거같아서 판매합니다. 시착해보고 딱 2번 차고 나갔습니다. 
상태: 새거랑 다른거없음
쿨거 네고 가능
",0,60,경기도 고양시 덕양구 화전동지역인증
8_19,애플워치se,"310,000원",19시간 전,"애플 홈페이지 정품 구매했습니다! 구매 후 2~3일 정도 집에서만 차보고 밖에서 사용한 적 없습니다! 팔목이 가늘어서 생각보다 너무 커서 판매합니다. 
직거래 하시면 5000원 에눌 해드립니다. 그 이상은 에눌 안되니 참고 해주세요~",20,411,경기도 용인시 기흥구 구갈동
8_20,애플워치SE 스트램 38/40mm,"17,000원",18시간 전,"4월19일 구입하여 오늘 4월21일 배송 받았습니다.
새상품입니다.
제가 생각했던 디자인이 아니어서 받자마자 판매해요. 동네분이면 더욱 좋구요! 배송비제외하고 21000원에 샀는데 17000원 올려요.. 네고 가능하니 연락 많이 주세요!
상자랑 뽁뽁이도 그대로 입니다. 시계줄 조절하는 것도 같이드려요!

애플워치SE메탈 스트랩 실버 38/40mm",1,22,경기도 수원시 권선구 호매실동
8_21,애플워치6,"600,000원",19시간 전,"안녕하세요 미개봉 애플워치6 상품 팔아요~
Space gray Aluminum case Black sport Band 40mm
 제조년 DEC-2020
문의연락 많이많이 주세요~~",0,108,전라남도 여수시 여천동
8_22,애플워치6,"600,000원",19시간 전,"안녕하세요 미개봉 애플워치6 상품 팔아요~
Space gray Aluminum case Black sport Band 40mm
 제조년 DEC-2020
문의연락 많이많이 주세요~~",0,108,전라남도 여수시 여천동
8_23,애플워치se,"310,000원",19시간 전,"애플 홈페이지 정품 구매했습니다! 구매 후 2~3일 정도 집에서만 차보고 밖에서 사용한 적 없습니다! 팔목이 가늘어서 생각보다 너무 커서 판매합니다. 
직거래 하시면 5000원 에눌 해드립니다. 그 이상은 에눌 안되니 참고 해주세요~",21,413,경기도 용인시 기흥구 구갈동
8_24,"애플워치 스트랩 38/40,42/44 mm","10,000원",18시간 전,"종류별로 사놓고 변심으로 팔아요 새상품입니다 
택배시 +택배비 직거래 장한평역",31,794,서울특별시 동대문구 장안제1동지역인증
8_25,애플워치SE 스트램 38/40mm,"17,000원",18시간 전,"4월19일 구입하여 오늘 4월21일 배송 받았습니다.
새상품입니다.
제가 생각했던 디자인이 아니어서 받자마자 판매해요. 동네분이면 더욱 좋구요! 배송비제외하고 21000원에 샀는데 17000원 올려요.. 네고 가능하니 연락 많이 주세요!
상자랑 뽁뽁이도 그대로 입니다. 시계줄 조절하는 것도 같이드려요!

애플워치SE메탈 스트랩 실버 38/40mm",1,22,경기도 수원시 권선구 호매실동
8_26,애플워치6,"600,000원",19시간 전,"안녕하세요 미개봉 애플워치6 상품 팔아요~
Space gray Aluminum case Black sport Band 40mm
 제조년 DEC-2020
문의연락 많이많이 주세요~~",0,108,전라남도 여수시 여천동
8_27,애플워치6,"600,000원",19시간 전,"안녕하세요 미개봉 애플워치6 상품 팔아요~
Space gray Aluminum case Black sport Band 40mm
 제조년 DEC-2020
문의연락 많이많이 주세요~~",0,108,전라남도 여수시 여천동
8_28,애플워치6 스그 셀룰러+gps 미개봉상품팔아요,"600,000원",19시간 전,"새상품 미개봉이구요
애플워치 6 스페이스그레이 스포츠 밴드상품
셀룰러 +gps 입니다
",2,44,경기도 수원시 영통구 영통2동
8_29,애플워치 케이스 블랙,"5,400원",19시간 전,"애플워치 se 사이드 혹은 다른 40mm 사이즈용 애플워치 케이스 입니다. 새제품이고 색상은 블랙이에요. 

샘플 사진도 같이 올립니다. 

문의 주세요",2,209,서울특별시 송파구 방이1동지역인증
8_30,"(웨어러블)에어팟,애플워치.최고가 매입!!","777,777,777원",1달 전,"번개장터에 드디어 ⭐노란마켓⭐이 떴다!

❤매입 특별기간❤
""지금 중고폰 판매시 최대 5만원 추가지급"" 
-

❓
개인거래여서 잠수타면 어떡하지 걱정되시나요?
생각했던 금액이 아닐까봐 걱정되시나요?

❗
이제는 그런 걱정 할 필요 없습니다!

믿을만한 브랜드여서 믿고 보낼수 있고,
금액이 안맞아도 무료반송이여서, 부담 없이 보내실수 있습니다.

보내기 귀찮다 ,너무 번거롭다 하면
노란마켓은 기사님께서 직접 픽업도 하러 가십니다.
*픽업요청은 번개톡 또는 직통상담으로 신청하시면 됩니다.

-

※ 중고거래 특성상 사기당하는 경우가 자주 발생하고,
말도 안되는 이유로 금액을 낮게 측정하는 경우가 많습니다.

그 . 래 . 서 
노란마켓은 고객님께서 금액이 마음에 들지 않으면
⛔무ㆍ조ㆍ건ㆍ무ㆍ료ㆍ반ㆍ송 ⛔

모르는 불안한 업체에 기계보냈다가 후회하지마시고,
인증된 법인기업 노란마켓에 보내주세요!


-

⭐️거래방법
①상담 후 택배 보내주시면 즉시 검사후 연락 드리고 바로 현금이체 해드립니다!
②택배 보낸 후 문자로 보내시는 제품, 계좌번호, 운송장을 남겨주세요.
③후기에 별 다섯개 + 팔로잉하고 인증샷 보내면 5천원 추가로 드립니다! 

⭐️택배주소
받는 이 : 노란마켓 번개장터 매입팀
전화번호 : ***-****-**** [매입팀 직통번호]
주소 : 서울특별시 광진구 군자로 70, 2층 노란마켓 본사 매입2팀

⭐️노란마켓 직통상담💁🏻 ♀️
카톡상담 이용시 더 빠른 답변을 받을 수 있습니다.
문의번호 : ***-****-****
카카오톡 : ****://pf.kakao.com/_rajsxb

무료배송으로 했더니 타업체들의 영업방해 목적 배송이 늘어나네요, 
실매입가 만원미만 또는 폐폰은 택배비 지원이 불가능합니다.",123,8099,서울특별시 광진구 군자동
8_31,애플워치 가죽스트랩,"10,000원",19시간 전,"38/40mm, 42/44mm 각 하나씩 있습니다.
2개씩 구매해 하나는 판매합니다.
포장 그대로 사용하지 않은 새상품입니다.
우편하시면 -2000원입니다! (5-7일정도 걸립니다.)",2,62,전국
