,title,price,time,content,like,Attention,location
1_10,애플워치3 스그 미개봉,"215,000원",16시간 전,미개봉 스그입니다,7,227,전국
1_11,애플워치3 스그 미개봉,"215,000원",16시간 전,,8,332,전국
1_12,애플워치 스텐드 (New!),"8,000원",16시간 전,"안녕하세요! 
고퀄리티 애플워치 악세사리만 판매중인 마켓입니다!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛

애플워치 스텐드 판매합니다! 애플워치 덕질의 필수템! 
마진 싹 ~ 빼고 진짜 저렴한 가격에 좋은 물건 구했습니다!

제가 여러가지 제품 사용해본 후 이거다 싶어서 판매하게 됐어요!
믿고 구입 하셔도 됩니다!

가장 심플하고 깔끔해서 회사, 방 에두고 쓰시기 좋아요!
스텐드에 애플워치를 거치하면 시계처럼 됩니다!

- 블랙
- 화이트

직거래 원하시면 건대입구에서 가능합니다.
한상 좋은 물건으로 보답하겠습니다!
감사합니다! ",8,235,서울특별시 광진구 구의제3동지역인증
1_13,애플워치 메탈 스트랩 (New),"8,000원",16시간 전,"안녕하세요! 
고퀄리티 애플워치 악세사리만 판매중인 마켓입니다!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛

데일리로 사용하기 좋은 밀레니즈 루프 제품 판매합니다!
마진 싹 ~ 빼고 진짜 저렴한 가격에 좋은 물건 구했습니다!

제가 여러가지 제품 사용해본 후 이거다 싶어서 판매하게 됐어요!
믿고 구입 하셔도 됩니다!

밀레니즈 제품은 자석이 중요해요!
이 제품은 떨어질 생각을 안하네요~

실버 44/42 (8,000) 
실버 40/38 (8,000) 
핑크 40/38 (8,000) 

직거래 원하시면 건대입구에서 가능합니다.
한상 좋은 물건으로 보답하겠습니다!
감사합니다! ",57,1161,서울특별시 광진구 구의제3동지역인증
1_14,애플워치 롤렉스st 메탈 스트랩 (New),"28,000원",16시간 전,"안녕하세요!
애플워치 롤렉스 쥬빌레 밴드 새상품 판매합니다! (44mm)
(애플워치 미포함 입니다)
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
롤렉스 쥬빌레 스타일로 일반 메탈보다 훨씬 고급스럽습니다!

🍎다른 제품보다 가볍고!
🍎다른 제품보다 좋은 퀄리티!
🍎다른 제품보다 저렴합니다!
🍎제가 직접 사용해 보고 주문해서 하나하나 검수 후 판매합니다. 
🍎제품 문제 있으면 100퍼 교환 해드려요!

구입하신 모든 분들께 시계줄 조절기 함께 보내드립니다!
조절 방법 사진으로 첨부해놨습니다~ (쉽게 하실 수 있어요!)

😎마진 싹 빼고 최저가에 조절기까지 함께 보내드려요!😎

직거래는 건대입구 롯데백화점 입니다!
더 좋은 물건으로 보답하겠습니다!
감사합니다!",45,2238,서울특별시 광진구 구의제3동지역인증
1_15,애플워치 Hermes 로고 각인 가죽 밴드 (New),"30,000원",16시간 전,"안녕하세요!!
애플워치 악세사리 전문 마켓 입니다👏👏👏
애플워치 에르메스 st 리얼 가죽 밴드 새상품 판매합니다! 

(44mm) (40mm) 두가지 사이즈 입니다!
(애플워치 미포함 입니다)
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
실제 에르메스 스타일로 다른 가죽 제품 보다 훨씬 고급스럽습니다!
저렴한 제품 구입하시면 냄새나고 딱딱하고 오래 못사용해요...
퀄리티 있고 에르메스 st 로 구입 추천드려요!
깔끔하게 어디에나 착용할 수있고, 
정교한 에르메스 로고는 감동입니다...!

제가 직접 사용해 보고 주문해서 하나하나 검수 후 판매합니다. 
제품에 문제 있으면 100퍼 교환 해드려요!

소량으로 입고 되었어요~ 연락주세요!

직거래는 건대입구 롯데백화점 입니다!
감사합니다👏👏👏",39,3123,서울특별시 광진구 자양제3동지역인증
1_16,애플워치 Hermes 로고 각인 가죽 밴드 (New),"30,000원",16시간 전,"안녕하세요!!
애플워치 악세사리 전문 마켓 입니다👏👏👏
애플워치 에르메스 st 리얼 가죽 밴드 새상품 판매합니다! 

(44mm) (40mm) 두가지 사이즈 입니다!
(애플워치 미포함 입니다)
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
실제 에르메스 스타일로 다른 가죽 제품 보다 훨씬 고급스럽습니다!
저렴한 제품 구입하시면 냄새나고 딱딱하고 오래 못사용해요...
퀄리티 있고 에르메스 st 로 구입 추천드려요!
깔끔하게 어디에나 착용할 수있고, 
정교한 에르메스 로고는 감동입니다...!

제가 직접 사용해 보고 주문해서 하나하나 검수 후 판매합니다. 
제품에 문제 있으면 100퍼 교환 해드려요!

소량으로 입고 되었어요~ 연락주세요!

직거래는 건대입구 롯데백화점 입니다!
감사합니다👏👏👏",39,3123,서울특별시 광진구 자양제3동지역인증
1_17,정품 애플워치6 네이비 스포츠밴드 42-44 (새상품),"55,000원",16시간 전,애플워치 밴드 미개봉 상품입니다. 42-44미리 입니다. 애플워치6 에 함께들어있던 네이비 정품 밴드입니다,4,1024,대구광역시 동구 동촌동지역인증
1_18,애플워치6 40mm 판매합니다,"500,000원",16시간 전,애플워치 40mm 실버 화이트밴드 판매합니다! 구매했는데 44mm로 구매하고 싶어서 판매합니다 연락주세요!! 직거래는 순천 가능합니다! 구매하실분만 연락주세요,0,26,전라남도 순천시 왕조2동지역인증
1_19,(직거래)애플워치3 38mm 실버 팝니다,"180,000원",16시간 전,"구매는 4월2일에 해서 아직 한달도 안된 제품이구요 사용횟수도 5번밖에 사용안했습니다.(기스❌)
 풀박스상태 이긴하지만
상자 덮개만 없는상태입니다 사용하는데는 
지장없어요~~ 충전만 하셔서 사용하시면되고
충전케이블은 있지만 어댑터는 따로 준비하셔야되요 (애플워치 특성상 구매시 어댑터가 없음, 집에 충전기 어댑터 아무거나 USB선 꽂을수있는거면 다 되요)
거래는 쌍용2동 삽교할머니곱창 앞에서 거래해요~",2,52,충청남도 천안시 서북구 쌍용2동지역인증
1_20,애플워치3 38mm 스페이스그레이,"180,000원",16시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

가격 최대한 내리고 업로드한 거라 에누리 안 되고 배송비 별도예요 단순 찔러보기 연락 사양할게요 :)",37,409,전국
1_21,애플워치3 38mm 스페이스그레이,"180,000원",16시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

단순 찔러보기 연락 사양할게요 :)",21,182,전국
1_22,애플워치 6시리즈,"490,000원",16시간 전,"애플워치 6 44mm 스페이스그레이 알리미늄케이스 블랙 스포츠밴드
gps , 제조: 2020dec 입니다.
미개봉이구요~
회사에서 상품으로 탄거 와이프 몰래  비상금 만들려고
슬쩍 판매합니다.
인천지역 직거래만 하구요 현금만 가능 합니다.
(통장 와이프가 관리ㅠㅠ)",0,45,인천광역시 남동구 간석3동지역인증
1_23,정품 애플워치6 네이비 스포츠밴드 42-44 (새상품),"55,000원",16시간 전,애플워치 밴드 미개봉 상품입니다. 42-44미리 입니다. 애플워치6 에 함께들어있던 네이비 정품 밴드입니다,4,1024,대구광역시 동구 동촌동지역인증
1_24,정품 애플워치6 네이비 스포츠밴드 42-44 (새상품),"55,000원",16시간 전,애플워치 밴드 미개봉 상품입니다. 42-44미리 입니다. 애플워치6 에 함께들어있던 네이비 정품 밴드입니다,4,1024,대구광역시 동구 동촌동지역인증
1_25,삼니다)))애플워치se44 나이키,"300,000원",16시간 전,"최대한 저렴한 가격으로 구해보거자 글올립니다
좋은제품 팔아주세요~",0,160,서울특별시 중랑구 면목제4동지역인증
1_26,애플워치3 38mm 스페이스그레이,"180,000원",16시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

가격 최대한 내리고 업로드한 거라 에누리 안 되고 배송비 별도예요 단순 찔러보기 연락 사양할게요 :)",37,409,전국
1_27,애플워치3 38mm 스페이스그레이,"180,000원",16시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

단순 찔러보기 연락 사양할게요 :)",21,182,전국
1_28,"삼니다!!! 애플워치se 스그,골드 나이키","300,000원",16시간 전,"저렴한가격으로 구해볼려고 글올립니다!
싸게 좋은물건 팔아주실분 연락주세요~
지역은 서울중랑구쪽입니다",0,88,서울특별시 중랑구 면목제4동지역인증
1_29,"애플워치 스트랩 38/40,42/44 mm","10,000원",16시간 전,"종류별로 사놓고 변심으로 팔아요 새상품입니다 
택배시 +택배비 직거래 장한평역",31,787,서울특별시 동대문구 장안제1동지역인증
1_30,중고폰매입 아이폰.아이폰12아이폰11.아이폰XS.아이폰X.S20.노트20,"999,000원",2일 전,"*** 필독 번톡알림이 울리지 않아 답변이 늦을수 있습니다. 카톡.문자.전화로 연락주시면 빠른답변드리겠습니다 ***


[24시간 친절상담]

카카오톡 1:1오픈채팅 
https://open.kakao.com/o/sIYqIl5

CACA0 : may1318

메이통신 연락처 : ０１０-５９２６-１５０３

통화.문자 ０１０-５９２６-１５０３


안녕하세요~~!!! 
최고가로 매입하는 중고폰 매입전문업체 
메이통신입니다. 

저희 메이통신으로 연락주시면 
최고가격으로 매입해드리도록 하겠습니다. 

CACA0 : may1318 (24시간 상담환영) 
메이통신 연락처 : ０１０-５９２６-１５０３

★☆ 모든 중고폰 & 파손액정 최고가 매입 ☆★


 [] 방문주소 []  

서울시 금천구 가산디지털1로 84 에이스하이앤드8차 메이통신

7호선 가산디지털단지역 도보 10분거리

※찜.팔로우 3천원 쏩니다!!※

○ 택배로 보내실때 박스.유심.필름.케이스 
    전부 빼고 보내주세요 
    모두 폐기처분합니다. ○ 


[ 침수.파손.고장폰도 최고가 매입 ]

[ 분실.습득폰은 절대매입하지 않습니다 ]

[ 택배거래시 도착당일 제품확인후 
  신속.정확하게 최고가로 입금해드립니다 ]



 
 ☆ 휴대폰은 꼭 초기화해서 보내주세요  초기화안된폰은 매입안됩니다  ☆",510,38571,서울특별시 금천구 가산동지역인증
1_31,"애플워치 스트랩 38/40,42/44 mm","10,000원",16시간 전,"종류별로 사놓고 변심으로 팔아요 새상품입니다 
택배시 +택배비 직거래 장한평역",31,787,서울특별시 동대문구 장안제1동지역인증
1_32,애플워치se44 삽니다 실버나 스그,0원,16시간 전,"미개봉이나 기스 안심한거 사요 조금이나마 저렴하게 살려고 글 올립니다 거래는 다음주 금요일이나 토요일 대구 사시면 제가 직접 가고요 올현찰 드려요 생각하시는 가격 상태 사진 채팅 많이주세요 (나이키에디션 환영) 
택배거래는 안전거래만 합니다",0,19,대구광역시 수성구 지산1동지역인증
1_33,"삼니다!!! 애플워치se 스그,골드 나이키","300,000원",16시간 전,"저렴한가격으로 구해볼려고 글올립니다!
싸게 좋은물건 팔아주실분 연락주세요~
지역은 서울중랑구쪽입니다",0,88,서울특별시 중랑구 면목제4동지역인증
1_34,애플워치se44 삽니다 실버나 스그,0원,16시간 전,"미개봉이나 기스 안심한거 사요 조금이나마 저렴하게 살려고 글 올립니다 거래는 다음주 금요일이나 토요일 대구 사시면 제가 직접 가고요 올현찰 드려요 생각하시는 가격 상태 사진 채팅 많이주세요 (나이키에디션 환영) 
택배거래는 안전거래만 합니다",0,19,대구광역시 수성구 지산1동지역인증
1_35,"(웨어러블)에어팟,애플워치.최고가 매입!!","777,777,777원",1달 전,"번개장터에 드디어 ⭐노란마켓⭐이 떴다!

❤매입 특별기간❤
""지금 중고폰 판매시 최대 5만원 추가지급"" 
-

❓
개인거래여서 잠수타면 어떡하지 걱정되시나요?
생각했던 금액이 아닐까봐 걱정되시나요?

❗
이제는 그런 걱정 할 필요 없습니다!

믿을만한 브랜드여서 믿고 보낼수 있고,
금액이 안맞아도 무료반송이여서, 부담 없이 보내실수 있습니다.

보내기 귀찮다 ,너무 번거롭다 하면
노란마켓은 기사님께서 직접 픽업도 하러 가십니다.
*픽업요청은 번개톡 또는 직통상담으로 신청하시면 됩니다.

-

※ 중고거래 특성상 사기당하는 경우가 자주 발생하고,
말도 안되는 이유로 금액을 낮게 측정하는 경우가 많습니다.

그 . 래 . 서 
노란마켓은 고객님께서 금액이 마음에 들지 않으면
⛔무ㆍ조ㆍ건ㆍ무ㆍ료ㆍ반ㆍ송 ⛔

모르는 불안한 업체에 기계보냈다가 후회하지마시고,
인증된 법인기업 노란마켓에 보내주세요!


-

⭐️거래방법
①상담 후 택배 보내주시면 즉시 검사후 연락 드리고 바로 현금이체 해드립니다!
②택배 보낸 후 문자로 보내시는 제품, 계좌번호, 운송장을 남겨주세요.
③후기에 별 다섯개 + 팔로잉하고 인증샷 보내면 5천원 추가로 드립니다! 

⭐️택배주소
받는 이 : 노란마켓 번개장터 매입팀
전화번호 : ***-****-**** [매입팀 직통번호]
주소 : 서울특별시 광진구 군자로 70, 2층 노란마켓 본사 매입2팀

⭐️노란마켓 직통상담💁🏻 ♀️
카톡상담 이용시 더 빠른 답변을 받을 수 있습니다.
문의번호 : ***-****-****
카카오톡 : ****://pf.kakao.com/_rajsxb

무료배송으로 했더니 타업체들의 영업방해 목적 배송이 늘어나네요, 
실매입가 만원미만 또는 폐폰은 택배비 지원이 불가능합니다.",123,8084,서울특별시 광진구 군자동
1_36,애플워치3 38mm 스페이스그레이,"180,000원",16시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

단순 찔러보기 연락 사양할게요 :)",21,182,전국
1_37,애플워치se44 삽니다 실버나 스그,0원,16시간 전,"미개봉이나 기스 안심한거 사요 조금이나마 저렴하게 살려고 글 올립니다 거래는 다음주 금요일이나 토요일 대구 사시면 제가 직접 가고요 올현찰 드려요 생각하시는 가격 상태 사진 채팅 많이주세요 (나이키에디션 환영) 
택배거래는 안전거래만 합니다",0,19,대구광역시 수성구 지산1동지역인증
1_38,"삼니다!!! 애플워치se 스그,골드 나이키","300,000원",16시간 전,"저렴한가격으로 구해볼려고 글올립니다!
싸게 좋은물건 팔아주실분 연락주세요~
지역은 서울중랑구쪽입니다",0,88,서울특별시 중랑구 면목제4동지역인증
1_39,"애플워치 스트랩 38/40,42/44 mm","10,000원",16시간 전,"종류별로 사놓고 변심으로 팔아요 새상품입니다 
택배시 +택배비 직거래 장한평역",31,787,서울특별시 동대문구 장안제1동지역인증
1_40,애플워치 6시리즈,"490,000원",16시간 전,"애플워치 6 44mm 스페이스그레이 알리미늄케이스 블랙 스포츠밴드
gps , 제조: 2020dec 입니다.
미개봉이구요~
회사에서 상품으로 탄거 와이프 몰래  비상금 만들려고
슬쩍 판매합니다.
인천지역 직거래만 하구요 현금만 가능 합니다.
(통장 와이프가 관리ㅠㅠ)",0,45,인천광역시 남동구 간석3동지역인증
1_41,애플워치 6시리즈,"490,000원",16시간 전,"애플워치 6 44mm 스페이스그레이 알리미늄케이스 블랙 스포츠밴드
gps , 제조: 2020dec 입니다.
미개봉이구요~
회사에서 상품으로 탄거 와이프 몰래  비상금 만들려고
슬쩍 판매합니다.
인천지역 직거래만 하구요 현금만 가능 합니다.
(통장 와이프가 관리ㅠㅠ)",0,45,인천광역시 남동구 간석3동지역인증
1_42,삼니다)))애플워치se44 나이키,"300,000원",16시간 전,"최대한 저렴한 가격으로 구해보거자 글올립니다
좋은제품 팔아주세요~",0,160,서울특별시 중랑구 면목제4동지역인증
1_43,애플워치3 42mm 스페이스그레이,"200,000원",16시간 전,"애플워치3 42mm 스페이스그레이 색상 판매합니다!

이 제품을 사자마자 애플워치SE를 선물받아서 얼마 사용하지 못한 상태로 방치되고 있어서 판매합니다! 얼마 사용하지 않은만큼 사진에서 보이는 것처럼 깨끗하고 예쁜 상태를 유지하고 있습니다! 

화면 한시 방향에 정말 살짝의 먼지같은 긁힘 자국있습니다. 이외에 하자는 없습니다! 현재 초기화상태입니다. 새 주인에게 연결만 하면 되는 상태로 두고있습니다ㅎㅎ

SE로 바꾸고 드는 생각은 애플워치3가 개인적으로 스마트워치 입문용으로 좋았다라는 생각이 들었습니다!

추가적으로 기본 스트립 제외 추가구매한 가죽스트립도 아직 가죽향이 안빠진 온전히 거의 새거 상태입니다. 

*구성품*
애플워치 풀박스(충전기,박스,보증안내서,가죽스트립)

네고 답변안합니다. 

직거래 희망하며 위치는 인천 작전역입니다. ",15,211,인천광역시 계양구 효성1동
1_44,애플워치3 42mm 스페이스그레이,"200,000원",16시간 전,"애플워치3 42mm 스페이스그레이 색상 판매합니다!

이 제품을 사자마자 애플워치SE를 선물받아서 얼마 사용하지 못한 상태로 방치되고 있어서 판매합니다! 얼마 사용하지 않은만큼 사진에서 보이는 것처럼 깨끗하고 예쁜 상태를 유지하고 있습니다! 

화면 한시 방향에 정말 살짝의 먼지같은 긁힘 자국있습니다. 이외에 하자는 없습니다! 현재 초기화상태입니다. 새 주인에게 연결만 하면 되는 상태로 두고있습니다ㅎㅎ

SE로 바꾸고 드는 생각은 애플워치3가 개인적으로 스마트워치 입문용으로 좋았다라는 생각이 들었습니다!

추가적으로 기본 스트립 제외 추가구매한 가죽스트립도 아직 가죽향이 안빠진 온전히 거의 새거 상태입니다. 

*구성품*
애플워치 풀박스(충전기,박스,보증안내서,가죽스트립)

네고 답변안합니다. 

직거래 희망하며 위치는 인천 작전역입니다. ",15,211,인천광역시 계양구 효성1동
1_45,애플워치 실리콘 스트랩 38/40mm,"3,000원",16시간 전,"새상품 개당 3000원
",1,64,대구광역시 달서구 월성2동
1_46,"애플워치 스트랩 38/40,42/44 mm","10,000원",16시간 전,"종류별로 사놓고 변심으로 팔아요 새상품입니다 
택배시 +택배비 직거래 장한평역",31,788,서울특별시 동대문구 장안제1동지역인증
1_47,"애플워치 스트랩 38/40,42/44 mm","10,000원",16시간 전,"종류별로 사놓고 변심으로 팔아요 새상품입니다 
택배시 +택배비 직거래 장한평역",31,788,서울특별시 동대문구 장안제1동지역인증
1_48,애플워치SE 스트랩,"17,000원",16시간 전,"4월19일 구입하여 오늘 4월21일 배송 받았습니다.
새상품입니다.
제가 생각했던 디자인이 아니어서 받자마자 판매해요. 동네분이면 더욱 좋구요! 배송비제외하고 21000원에 샀는데 17000원 올려요.. 네고 가능하니 연락 많이 주세요!
상자랑 뽁뽁이도 그대로 입니다. 시계줄 조절하는 것도 같이드려요!

애플워치SE메탈 스트랩 실버 38/40mm",0,38,경기도 수원시 권선구 호매실동
1_49,애플워치6 실버 40mm 새거 알류미늄 교신가능,"441,000원",16시간 전,"애플워치6 실버 알루미늄 입니다
기스하나도없구요 새거입니다.

아무거나 교신 가능합니다 !!

풀박스로 다있습니다 사용 한번했어요!",8,400,경기도 시흥시 정왕1동지역인증
1_50,애플워치6 실버 40mm 새거 알류미늄 교신가능,"441,000원",16시간 전,"애플워치6 실버 알루미늄 입니다
기스하나도없구요 새거입니다.

아무거나 교신 가능합니다 !!

풀박스로 다있습니다 사용 한번했어요!",8,400,경기도 시흥시 정왕1동지역인증
1_51,삼니다)애플워치se또는6 스그 44미리,"300,000원",16시간 전,"미개봉,중고상태 가격 불어주심 거래편할거같습니다
나이키에디션이면 좋구요,그냥도 구해봅니다
서울 중랑구쪽이구요 직거래가능하면 좋을것같습니다
25에서 30만 사이 구해봅니다",1,138,서울특별시 중랑구 면목제4동지역인증
1_52,애플워치 실리콘 스트랩 38/40mm,"3,000원",16시간 전,"새상품 개당 3000원
",1,64,대구광역시 달서구 월성2동
